full ID,dam,sire
L11-0204-,L10-0412-,L10-0911-
L11-0205-,L10-0412-,L10-0309-
L11-0301-,L10-0803-,L10-2002-
L11-0302-,L10-0803-,L10-0412-
L11-0304-,L10-0803-,L10-0911-
L11-0305-,L10-0803-,L10-0309-
L11-0401-,L10-0911-,L10-2002-
L11-0402-,L10-0911-,L10-0412-
L11-0403-,L10-0911-,L10-0803-
L11-0405-,L10-0911-,L10-0309-
L11-0501-,L10-0309-,L10-2002-
L11-0502-,L10-0309-,L10-0412-
L11-0503-,L10-0309-,L10-0803-
L11-0504-,L10-0309-,L10-0911-
L11-0607-,L10-1103-,L10-1116-
L11-0620-,L10-1103-,L10-1609-
L11-0706-,L10-1116-,L10-1103-
L11-0708-,L10-1116-,L10-0903-
L11-0807-,L10-0903-,L10-1116-
L11-0809-,L10-0903-,L10-0605-
L11-0908-,L10-0605-,L10-0903-
L11-0910-,L10-0605-,L10-0518-
L11-1009-,L10-0518-,L10-0605-
L11-1011-,L10-0518-,L10-0316-
L11-1110-,L10-0316-,L10-0518-
L11-1112-,L10-0316-,L10-0311-
L11-1211-,L10-0311-,L10-0316-
L11-1213-,L10-0311-,L10-1814-
L11-1312-,L10-1814-,L10-0311-
L11-1314-,L10-1814-,L10-1611-
L11-1413-,L10-1611-,L10-1814-
L11-1415-,L10-1611-,L10-1608-
L11-1514-,L10-1608-,L10-1611-
L11-1516-,L10-1608-,L10-0811-
L11-1615-,L10-0811-,L10-1608-
L11-1617-,L10-0811-,L10-0613-
L11-1716-,L10-0613-,L10-0811-
L11-1718-,L10-0613-,L10-2017-
L11-1817-,L10-2017-,L10-0613-
L11-1819-,L10-2017-,L10-0809-
L11-1918-,L10-0809-,L10-2017-
L11-1920-,L10-0809-,L10-1609-
L11-2006-,L10-1609-,L10-1103-
L11-2019-,L10-1609-,L10-0809-
L12-0102-,L11-0402-,L11-0607-
L12-0103-,L11-0402-,L11-0204-
L12-0104-,L11-0402-,L11-2019-
L12-0105-,L11-0402-,L11-2006-
L12-0201-,L11-0607-,L11-0402-
L12-0203-,L11-0607-,L11-0204-
L12-0204-,L11-0607-,L11-2019-
L12-0205-,L11-0607-,L11-2006-
L12-0301-,L11-0204-,L11-0402-
L12-0302-,L11-0204-,L11-0607-
L12-0304-,L11-0204-,L11-2019-
L12-0305-,L11-0204-,L11-2006-
L12-0401-,L11-2019-,L11-0402-
L12-0402-,L11-2019-,L11-0607-
L12-0403-,L11-2019-,L11-0204-
L12-0405-,L11-2019-,L11-2006-
L12-0501-,L11-2006-,L11-0402-
L12-0502-,L11-2006-,L11-0607-
L12-0503-,L11-2006-,L11-0204-
L12-0504-,L11-2006-,L11-2019-
L12-0607-,L11-0103-,L11-0203-
L12-0620-,L11-0103-,L11-0503-
L12-0706-,L11-0203-,L11-0103-
L12-0708-,L11-0203-,L11-0304-
L12-0807-,L11-0304-,L11-0203-
L12-0809-,L11-0304-,L11-0620-
L12-0908-,L11-0620-,L11-0304-
L12-0910-,L11-0620-,L11-1009-
L12-1009-,L11-1009-,L11-0620-
L12-1011-,L11-1009-,L11-0706-
L12-1110-,L11-0706-,L11-1009-
L12-1112-,L11-0706-,L11-0104-
L12-1211-,L11-0104-,L11-0706-
L12-1213-,L11-0104-,L11-1211-
L12-1312-,L11-1211-,L11-0104-
L12-1314-,L11-1211-,L11-1312-
L12-1413-,L11-1312-,L11-1211-
L12-1415-,L11-1312-,L11-0908-
L12-1514-,L11-0908-,L11-1312-
L12-1516-,L11-0908-,L11-0105-
L12-1615-,L11-0105-,L11-0908-
L12-1617-,L11-0105-,L11-0205-
L12-1716-,L11-0205-,L11-0105-
L12-1718-,L11-0205-,L11-0809-
L12-1817-,L11-0809-,L11-0205-
L12-1819-,L11-0809-,L11-0403-
L12-1918-,L11-0403-,L11-0809-
L12-1920-,L11-0403-,L11-0503-
L12-2006-,L11-0503-,L11-0103-
L12-2019-,L11-0503-,L11-0403-
L13-0102-,L12-0910-,L12-1514-
L13-0103-,L12-0910-,L12-1413-
L13-0104-,L12-0910-,L12-1314-
L13-0105-,L12-0910-,L12-0706-
L13-0201-,L12-1514-,L12-0910-
L13-0203-,L12-1514-,L12-1413-
L13-0204-,L12-1514-,L12-1314-
L13-0205-,L12-1514-,L12-0706-
L13-0301-,L12-1413-,L12-0910-
L13-0302-,L12-1413-,L12-1514-
L13-0304-,L12-1413-,L12-1314-
L13-0305-,L12-1413-,L12-0706-
L13-0401-,L12-1314-,L12-0910-
L13-0402-,L12-1314-,L12-1514-
L13-0403-,L12-1314-,L12-1413-
L13-0405-,L12-1314-,L12-0706-
L13-0501-,L12-0706-,L12-0910-
L13-0502-,L12-0706-,L12-1514-
L13-0503-,L12-0706-,L12-1413-
L13-0504-,L12-0706-,L12-1314-
L13-0607-,L12-0620-,L12-0502-
L13-0620-,L12-0620-,L12-1617-
L13-0706-,L12-0502-,L12-0620-
L13-0708-,L12-0502-,L12-0501-
L13-0807-,L12-0501-,L12-0502-
L13-0809-,L12-0501-,L12-1312-
L13-0908-,L12-1312-,L12-0501-
L13-0910-,L12-1312-,L12-0201-
L13-1009-,L12-0201-,L12-1312-
L13-1011-,L12-0201-,L12-0402-
L13-1110-,L12-0402-,L12-0201-
L13-1112-,L12-0402-,L12-0405-
L13-1211-,L12-0405-,L12-0402-
L13-1213-,L12-0405-,L12-1211-
L13-1312-,L12-1211-,L12-0405-
L13-1314-,L12-1211-,L12-0607-
L13-1413-,L12-0607-,L12-1211-
L13-1415-,L12-0607-,L12-0205-
L13-1514-,L12-0205-,L12-0607-
L13-1516-,L12-0205-,L12-0203-
L13-1615-,L12-0203-,L12-0205-
L13-1617-,L12-0203-,L12-0708-
L13-1716-,L12-0708-,L12-0203-
L13-1718-,L12-0708-,L12-0103-
L13-1817-,L12-0103-,L12-0708-
L13-1819-,L12-0103-,L12-1110-
L13-1918-,L12-1110-,L12-0103-
L13-1920-,L12-1110-,L12-1617-
L13-2006-,L12-1617-,L12-0620-
L13-2019-,L12-1617-,L12-1110-
L14-0102-,L13-0201-,L13-0607-
L14-0103-,L13-0201-,L13-0401-
L14-0104-,L13-0201-,L13-0203-
L14-0105-,L13-0201-,L13-0807-
L14-0201-,L13-0607-,L13-0201-
L14-0203-,L13-0607-,L13-0401-
L14-0204-,L13-0607-,L13-0203-
L14-0205-,L13-0607-,L13-0807-
L14-0301-,L13-0401-,L13-0201-
L14-0302-,L13-0401-,L13-0607-
L14-0304-,L13-0401-,L13-0203-
L14-0305-,L13-0401-,L13-0807-
L14-0401-,L13-0203-,L13-0201-
L14-0402-,L13-0203-,L13-0607-
L14-0403-,L13-0203-,L13-0401-
L14-0405-,L13-0203-,L13-0807-
L14-0501-,L13-0807-,L13-0201-
L14-0502-,L13-0807-,L13-0607-
L14-0503-,L13-0807-,L13-0401-
L14-0504-,L13-0807-,L13-0203-
L14-0607-,L13-0204-,L13-0908-
L14-0620-,L13-0204-,L13-1413-
L14-0706-,L13-0908-,L13-0204-
L14-0708-,L13-0908-,L13-1516-
L14-0807-,L13-1516-,L13-0908-
L14-0809-,L13-1516-,L13-1011-
L14-0908-,L13-1011-,L13-1516-
L14-0910-,L13-1011-,L13-0105-
L14-1009-,L13-0105-,L13-1011-
L14-1011-,L13-0105-,L13-0104-
L14-1110-,L13-0104-,L13-0105-
L14-1112-,L13-0104-,L13-1211-
L14-1211-,L13-1211-,L13-0104-
L14-1213-,L13-1211-,L13-1213-
L14-1312-,L13-1213-,L13-1211-
L14-1314-,L13-1213-,L13-0403-
L14-1413-,L13-0403-,L13-1213-
L14-1415-,L13-0403-,L13-0501-
L14-1514-,L13-0501-,L13-0403-
L14-1516-,L13-0501-,L13-1110-
L14-1615-,L13-1110-,L13-0501-
L14-1617-,L13-1110-,L13-1415-
L14-1716-,L13-1415-,L13-1110-
L14-1718-,L13-1415-,L13-0205-
L14-1817-,L13-0205-,L13-1415-
L14-1819-,L13-0205-,L13-0305-
L14-1918-,L13-0305-,L13-0205-
L14-1920-,L13-0305-,L13-1413-
L14-2006-,L13-1413-,L13-0204-
L14-2019-,L13-1413-,L13-0305-
L15-0103-,L14-0402-,L14-2006-
L15-0108-,L14-0402-,L14-1312-
L15-0118-,L14-0402-,L14-0203-
L15-0119-,L14-0402-,L14-0910-
L15-0209-,L14-1011-,L14-0807-
L15-0217-,L14-1011-,L14-0502-
L15-0301-,L14-2006-,L14-0402-
L15-0308-,L14-2006-,L14-1312-
L15-0318-,L14-2006-,L14-0203-
L15-0319-,L14-2006-,L14-0910-
L15-0411-,L14-0301-,L14-0102-
L15-0417-,L14-0301-,L14-0502-
L15-0510-,L14-0105-,L14-1213-
L15-0512-,L14-0105-,L14-0201-
L15-0607-,L14-0204-,L14-1110-
L15-0620-,L14-0204-,L14-0504-
L15-0706-,L14-1110-,L14-0204-
L15-0713-,L14-1110-,L14-1718-
L15-0801-,L14-1312-,L14-0402-
L15-0803-,L14-1312-,L14-2006-
L15-0818-,L14-1312-,L14-0203-
L15-0819-,L14-1312-,L14-0910-
L15-0902-,L14-0807-,L14-1011-
L15-0916-,L14-0807-,L14-0503-
L15-1005-,L14-1213-,L14-0105-
L15-1014-,L14-1213-,L14-0304-
L15-1104-,L14-0102-,L14-0301-
L15-1115-,L14-0102-,L14-1817-
L15-1205-,L14-0201-,L14-0105-
L15-1213-,L14-0201-,L14-1718-
L15-1307-,L14-1718-,L14-1110-
L15-1312-,L14-1718-,L14-0201-
L15-1410-,L14-0304-,L14-1213-
L15-1416-,L14-0304-,L14-0503-
L15-1511-,L14-1817-,L14-0102-
L15-1520-,L14-1817-,L14-0504-
L15-1609-,L14-0503-,L14-0807-
L15-1614-,L14-0503-,L14-0304-
L15-1702-,L14-0502-,L14-1011-
L15-1704-,L14-0502-,L14-0301-
L15-1801-,L14-0203-,L14-0402-
L15-1803-,L14-0203-,L14-2006-
L15-1808-,L14-0203-,L14-1312-
L15-1819-,L14-0203-,L14-0910-
L15-1901-,L14-0910-,L14-0402-
L15-1903-,L14-0910-,L14-2006-
L15-1908-,L14-0910-,L14-1312-
L15-1918-,L14-0910-,L14-0203-
L15-2006-,L14-0504-,L14-0204-
L15-2015-,L14-0504-,L14-1817-
